id,label
211144,three loop msbar renormalization of the curci-ferrari model and the
211145,fermions on the light front transverse lattice
211146,bps z k strings string tensions and confinement in non-abelian theories
211147,families of n 2 strings
211148,towards noncommutative integrable systems
211149,comment on one loop renormalization of soliton quantum mass corrections
211150,some algebro-geometric aspects of the sl 2 r wess-zumino-witten model
211151,a note on anomalous jacobians in 2 1 dimensions
211152,holey sheets pfaffians and subdeterminants as d-brane operators in
211153,on angular momentum operator in quantum field theory
211154,chiral zero modes of the su n wess-zumino-novikov-witten model
211155,unification of electromagnetic interactions and gravitational
211156,rigid open membrane and non-abelian non-commutative chern-simons theory
211157,comments on the equivalence between chern-simons theory and topological
211158,lagrangian interactions within a special class of covariant
211159,the appearence of the resolved singular hypersurface
211160,heretics of the false vacuum
211161,new possibilities for the gauging of chiral bosons
211162,type iib 2-form fields and gauge coupling constant of 4d n 2 super qcd
211163,on d-branes in the nappi-witten and gmm gauged wzw models
211164,the gauge anomaly and the seiberg-witten map
211165,newton's second law in a noncommutative space
211167,spontaneous violation of lorentz invariance and ultra-high energy cosmic
211168,integrable scattering theories with unstable particles
211169,noncommutative supersymmetric theories
211170,chiral rings and anomalies in supersymmetric gauge theory
211171,comments on noncommutative sigma models
211172,iib soliton spectra with all fluxes activated
211173,on berenstein-douglas-seiberg duality
211174,aspects of the homogeneous sine-gordon models
211175,domain bubbles of extra dimensions
211176,higher loop corrections in noncommutative supersymmetric qed
211177,d-branes in the euclidean ads 3 and t-duality
211178,supersymmetric d3 brane and n 4 sym actions in plane wave backgrounds
211179,structure of solutions of the skyrme model on three-sphere numerical
211180,an improved brane anti-brane action from boundary superstring field
211181,probe branes dynamics
211182,new supersymmetric string compactifications
211183,quantum discontinuity for massive spin 3 2 with a lambda term
211184,a new holographic limit of ads5 x s5
211185,critical rsos and minimal models i
211186,critical rsos and minimal models ii
211187,on linearization of superon-graviton model sgm
211188,string interactions and discrete symmetries of the pp-wave background
211189,derivation of the konishi anomaly relation from dijkgraaf-vafa with
211190,noncommutative geometry and the classical orbits of particles in a
211191,charged rotating black branes in anti-de sitter einstein-gauss-bonnet
211192,solutions to the massive hlw iia supergravity
211193,noncommutative integrable field theories in 2d
211194,large n strong coupling dynamics in non-supersymmetric orbifold field
211195,causal structures of pp-waves
211196,linearized gravity in the karch-randall braneworld
211197,rotating strings with b-field
211198,explicit formulas for neumann coefficients in the plane-wave geometry
211199,moyal representation of the string field star product in the presence of
211200,cosmological acceleration from energy influx
211201,hagedorn transition for strings on pp-waves and tori with chemical
211202,seiberg duality in matrix model
211203,let's twist again
211204,large n dualities from wrapped d-branes
211205,black holes hawking radiation and the information paradox
211206,generating asymptotically plane wave spacetimes
211207,exactly solvable models in 2d semiclassical dilaton gravity and extremal
211208,wigner's little group as a generator of gauge transformations
211209,noncommutative chiral anomaly and the dirac-ginsparg-wilson operator
211210,initial data for black holes and black strings in 5d
211211,educing the volume out of the phase space boundary
211212,remarks on black hole instabilities and closed string tachyons
211213,seiberg-witten curve for e-string theory revisited
211214,nonlinear transforms of momenta and planck scale limit
211216,gravitational corrections in supersymmetric gauge theory and matrix
211217,chiral primary cubic interactions from pp-wave supergravity
211218,d-branes on the null-brane
211220,on light-cone sft contact terms in a plane wave
211221,holographic limitations of the effective field theory of inflation
211222,intersecting d3-branes and holography
211223,a new type of superstring in four dimension
211224,monopoles near the planck scale and unification
211225,topological charge of noncommutative adhm instanton
211226,zero energy states of reduced super yang-mills theories in d 1 4 6
211227,generalized duality symmetry of non-abelian theories
211228,on a gauge invariant description of soliton dynamics
211229,special contact wilson loops
211230,classification of c 2 rational conformal field theories via the gauss
211231,effect of gauge boson mass on chiral symmetry breaking in qed 3
211232,open wilson lines as states of closed string
211233,on massive mixed symmetry tensor fields in minkowski space and a ds
211234,seiberg duality in matrix models ii
211235,on osp 2 2 conformal field theories
211236,complex curve of the two matrix model and its tau-function
211237,noncommutativity as a possible origin of the ultrahigh energy cosmic ray
211238,msft
211239,on the group structure of the kalb-ramond gauge symmetry
211240,nielsen-olesen strings in supersymmetric models
211241,matrix models and gravitational corrections
211242,the master ward identity and generalized schwinger-dyson equation in
211244,negative energy densities in quantum field theory with a background
211245,the dijkgraaf-vafa prepotential in the context of general seiberg-witten
211246,three-loop yang-mills beta-function via the covariant background field
211247,simulation of intersecting black brane solutions
211248,magnetic z n symmetry in 2 1 dimensions
211249,baryonic corrections to superpotentials from perturbation theory
211250,classical gauge instantons from open strings
211252,four-point functions in n 4 sym
211253,finite dimensions and the covariant entropy bound
211254,matrix model approach to the n 2 u n gauge theory with matter in the
211256,exact equation for wilson loops in 2-dimentional euclidean space
211257,on integrable models from pp-wave string backgrounds
211258,o 3 sigma model with hopf term on fuzzy sphere
211259,experiments with the wdvv equations for the gluino-condensate
211260,first order phase transition and corrections to its parameters in the
211261,perturbative computation of glueball superpotentials for so n and
211262,regular self-consistent geometries with infinite quantum backreaction in
211263,noncommutative extended waves and soliton-like configurations in n 2
211264,quantum field theory on pseudo-complex spacetime
211265,dynamical vacuum selection in field theories with flat directions in
211266,consistent boundary conditions for open strings
211267,towards understanding structure of the monopole clusters
211268,correction terms to newton law due to induced gravity in ads background
211269,unification scale proton decay and manifolds of g 2 holonomy
211271,baryons boundaries and matrix models
211272,improved perturbation theory and four-dimensional space-time in iib
211273,motion on the n-dimensional ellipsoid under the influence of a harmonic
211274,derivation of the linearity principle of intriligator-leigh-seiberg
211275,topological interpretation of dirac equation and geometrization of
211276,chern-simons action for zero-mode supporting gauge fields in three
211277,on the connections between skyrme and yang mills theories
211278,ads duals of matrix strings
211279,supersymmetry counterterms revisited
211280,exterior differentials in superspace and poisson brackets
211281,on the unfolding of the fundamental region in integrals of modular
211282,almost conformal vacua and confinement
211284,the shimura-taniyama conjecture and conformal field theory
211285,spacetime quotients penrose limits and conformal symmetry restoration
211286,butterfly tachyons in vacuum string field theory
211287,n 1 gauge theory with flavor from fluxes
211288,ads 2 d-branes in lorentzian ads 3
211289,solvable model of strings in a time-dependent plane-wave background
211290,higher dimensional black holes and supersymmetry
211291,unoriented strings loop equations and n 1 superpotentials from matrix
211292,what is the gravity dual of a chiral primary
212001,black hole production via quantum tunneling
212002,spinning deformations of the d1-d5 system and a geometric resolution of
212003,instanton-induced scalar potential for the universal hypermultiplet
212004,derivation of einstein equation from a new type of four dimensional
212006,dynamical r-matrices and poisson-lie symmetries in the chiral wznw model
212007,on the effective lagrangian in spinor electrodynamics with added
212008,the geometry of d 11 killing spinors
212009,supersymmetric boost on intersecting d-branes
212010,geometric dual and matrix theory for so sp gauge theories
212012,derivative corrections in 10-dimensional super-maxwell theory
212013,absence of higher derivatives in the renormalization of propagators in
212014,the covariant entropy bound brane cosmology and the null energy
212015,radion-induced graviton oscillations in the two-brane world
212016,ghost systems revisited
212017,remarks on type iib pp waves with ramond-ramond fluxes and massive two
212018,spontaneous breaking of color in n 1 super yang-mills theory without
212019,rg study of a non local sine-gordon model
212020,geometric engineering of seiberg-witten theories with massive
212021,large volume perspective on branes at singularities
212022,a polynomial weyl invariant spinning membrane action
212023,logarithmic correction to newton potential in randall-sundrum scenario
212024,the group theory of oxidation ii
212025,exact mesonic vacua from matrix models
212026,the quantum supersymmetric vector multiplet and some problems in
212027,trans-planckian dark energy
212028,photon decay in a cpt-violating extension of quantum electrodynamics
212029,entropy of killing horizons from virasoro algebra in d-dimensional
212030,octonionic realizations of 1-dimensional extended supersymmetries a
212031,duality between noncommutative yang-mills-chern-simons and non-abelian
212032,calculating gluino-condensate prepotential
212033,quantum gravity as escher's dragon
212034,algebra of chiral currents on the physical surface
212035,boundary conditions as constraints
212036,the radion and the perturbative metric in rs1
212037,the radion mode in consistent brane-world reductions
212038,supersymmetric field-theoretic models on a supermanifold
212039,nonlinear self-duality and supergravity
212041,lightcone quantization of string theory duals of free field theories
212042,d-branes in n 2 wzw models
212043,brst quantization of matrix chern-simons theory
212044,note on a closed string field theory from bosonic iib matrix model
212046,axial vector duality in affine na toda models
212047,logarithmic corrections to the frw brane cosmology from 5d
212048,comments on the global constraints in light-cone string and membrane
212049,a hint of renormalization
212050,oxidation group theory
212051,characteristic polynomials of complex random matrix models
212052,d-branes in a plane-wave background
212053,chirality and fermion number in a knotted soliton background
212054,an n 1 triality by spectrum matching
212055,solutions of vacuum superstring field theory
212056,pp-waves from rotating and continuously distributed d3-branes
212057,the cosmological constant and the deconstruction of gravity
212059,on decay of k-theory
212060,anomaly cancellation in seven-dimensional supergravity with a boundary
212061,a soluble string theory of hadrons
212062,chiral spinors and gauge fields in noncommutative curved space-time
212063,brane-antibrane systems at finite temperature and phase transition near
212064,supersymmetric yang-mills theories with local coupling
212065,new results from glueball superpotentials and matrix models
212066,rotating d-branes and o-planes
212067,fluctuating brane in a dilatonic bulk
212068,principle of indistinguishability and equations of motion for
212069,so n superpotential seiberg-witten curves and loop equations
212070,extended brst cohomology consistent deformations and anomalies of
212071,noncommutative deformation of four dimensional einstein gravity
212072,schwinger-keldysh propagators from ads cft correspondence
212073,reply to comment on one loop renormalization of soliton quantum mass
212074,plane waves and vacuum interpolation
212075,the interaction energy of well-separated skyrme solitons
212076,on the existence of minima in the skyrme model
212077,gl 2 2 current superalgebra and non-unitary conformal field theory
212079,comments on quiver gauge theories and matrix models
212081,large gauge transformations in m-theory
212082,multi-trace superpotentials vs matrix models
212083,generalized yukawa couplings and matrix models
212084,k-matrices for 2d conformal field theories
212085,fermionic subspaces of the bosonic string
212086,casimir energies in the light of renormalizable quantum field theories
212087,holographic protection of chronology in universes of the godel type
212088,closed superstring in noncommutative compact spacetime
212089,on time-dependent ads cft
212090,the static effective action for non-commutative qed at high temperature
212091,susy breaking and moduli stabilization from fluxes in gauged 6d
212092,black hole entropy in string-generated gravity models
212093,d 7 selfdual string in the 5-brane
212094,noncommutative fields in curved space
212095,super yang-mills with flavors from large n f matrix models
212096,ads 2 supergravity and superconformal quantum mechanics
212097,topological effects in matrix models representing lattice gauge theories
212098,quantum deconstruction of a 5d sym and its moduli space
212099,quantization of the chern-simons coupling constant
212100,searching for a connection between matroid theory and string theory
212101,toward solving the cosmological constant problem
212102,gauge symmetry and cosmological constant on a brane
212103,note on d6 d8 bound state massive duality and non-commutativity
212104,quantum field fluctuations and chaotic dynamics of model yang-mills
212105,varying alpha and black hole entropy
212106,polyhedral scattering of fundamental monopoles
212107,an m-theory solution generating technique and sl 2 r
212108,rotating black holes at future colliders
212109,magnetized type i orbifolds in four dimensions
212110,extended supersymmetry for the bianchi-type cosmological models
212111,bmn operators for n 1 superconformal yang-mills theories and associated
212112,intersecting d5-brane models with massive vector-like leptons
212113,black crunch
212114,string theory or field theory
212115,phi 2 for a scalar field in 2d black holes
212116,correlation functions and massive kaluza-klein modes in the ads cft
212117,dolan-grady relations and noncommutative quasi-exactly solvable systems
212118,predictions for pp-wave string amplitudes from perturbative sym
212119,asymmetric cosets
212120,an effective hamiltonian for 2d black hole physics
212121,mean-field approach to the derivation of baryon superpotential from
212122,on the energy-momentum tensor in non-commutative gauge theories
212123,modelling a noncommutative two-brane
212124,minkowski brane in asymptotic ds 5 spacetime without fine-tuning
212125,fermion zero modes in n 2 supervortices
212126,thermodynamics of d-dimensional charged rotating black brane and ads cft
212127,the anticommutator spin algebra its representations and quantum group
212128,soft matrix models and chern-simons partition functions
212129,invariance quantum group of the fermionic oscillator
212130,born-infeld inflates bianchi cosmologies
212131,massless spin-two field s-duality
212132,black hole astrophysics in ads braneworlds
212133,fuzzy nambu-goldstone physics
212134,dirac operator on the riemann sphere
212135,homogeneous plane waves
212136,de constructing intersecting m5-branes
212137,ghost-matter mixing and feigenbaum universality in string theory
212138,a universal result on central charges in the presence of double-trace
212139,singularity resolution in gauged supergravity and conifold unification
212140,large gauge invariance in nonabelian finite temperature effective
212141,gauged extended supergravity without cosmological constant
212142,goldstone superfield actions for partially broken ads5 supersymmetry
212143,dark radiation and localization of gravity on the brane
212144,re constructing dimensions
212145,new supergravity solutions for branes in ads 3 x s 3
212146,observations on noncommuting coordinates and on fields depending on them
212147,large spin strings in ads 3
212148,comment on interaction of global and local monopoles
212149,cohomology and decomposition of tensor product representations of
212150,the tachyon does matter
212151,brane gas cosmology m-theory and little string theory
212153,dark energy may probe string theory
212154,supersymmetry of scattering amplitudes and green functions in
212155,spherically symmetric spacetimes in massive gravity
212156,improved epstein-glaser renormalization ii lorentz invariant framework
212157,generalized heat kernel coefficients for a new asymptotic expansion
212158,parafermionic theory with the symmetry z 5
212159,supertubes and special holonomy
212160,gravity and form scattering and renormalisation of gravity in six and
212161,field-theory results for three-dimensional transitions with complex
212162,non conformal gauge theories from d branes
212163,schwinger meets kaluza-klein
212164,comment on the paper by arik g u n and yildiz hep-th 0212129 on
212165,the penrose limit of ads s space and holography
212166,strings on plane waves super-yang mills in four dimensions quantum
212167,classical self-dual strings in d 6 2 0 theory from afar
212168,gravitational radiation in d-dimensional spacetimes
212169,noncompact heisenberg spin magnets from high-energy qcd
212170,scalar field theory on fuzzy s 4
212171,improved vector and scalar masses in the massive schwinger model
212172,sl 2 z multiplets in n 4 sym theory
212174,brane content of branes states
212175,wall solution with weak gravity limit in five dimensional supergravity
212176,lorentz-invariant non-commutative space-time based on dfr algebra
212177,supersymmetric three family su 5 grand unified models from type iia
212178,reduced spin-statistics theorem
212179,commutative and noncommutative n 2 sym in 2 1 from wrapped d6-branes
212180,the kalb-ramond field as a connection on a flat space time
212181,3-d interacting cfts and generalized higgs phenomenon in higher spin
212182,the anomalous dimension of the composite operator a 2 in the landau
212183,ym on the dielectric brane
212184,open strings in the plane wave background ii
212185,on the geometry of higher-spin gauge fields
212186,the membrane at the end of the de sitter universe
212187,yang-mills theory in terms of gauge invariant dual variables
212188,exact description of d-branes via tachyon condensation
212189,new veneziano amplitudes from old fermat hyper surfaces
212190,flowing with eight supersymmetries in m-theory and f-theory
212191,two-loop superstrings in hyperelliptic language i
212192,supersymmetry in quantum mechanics with point interactions
212193,the non-ads non-cft correspondence or three different paths to qcd
212194,boundary correlators in 2d quantum gravity
212195,courant algebroids
212196,decoupling of degenerate positive-norm states in witten's string field
212197,holography and infrared conformality in two dimensions
212198,two-loop superstrings in hyperelliptic language ii
212199,d-branes in a marginally deformed wzw model
212200,topological transitions and enhancon-like geometries in calabi-yau
212201,octonionic m-theory and d 11 generalized conformal and superconformal
212202,the light-cone effective potential
212203,n 1 super yang-mills theories and wrapped branes
212204,ads 2 cft 1 canonical transformations and superconformal mechanics
212205,the elliptic solutions to the friedmann equation and the verlinde's maps
212206,deconstructing 5d supersymmetric u 1 gauge theories on orbifolds
212207,gauge string duality and scalar glueball mass ratios
212208,the bethe-ansatz for n 4 super yang-mills
212209,the trouble with de sitter space
212210,gravity solutions for the d1-d5 system with angular momentum
212211,superpotentials for m-theory on a g 2 holonomy manifold and triality
212212,explicit factorization of seiberg-witten curves with matter from random
212213,monopoles and family replicated unification
212214,the fuzzy s 4 by quantum deformation
212215,comments on cosmological singularities in string theory
212216,de sitter solutions in n 4 matter coupled supergravity
212217,relativistic string in a pulse
212218,d-branes orbifolds and ext groups
212219,two-loop superstrings in hyperelliptic language iii
212220,thermal instabilities and the g theorem
212221,torus-fibered calabi-yau threefolds with non-trivial fundamental group
212222,brane-induced gravity in more than one extra dimensions
212223,stringy resolutions of null singularities
212224,clockwork susy
212225,adding fundamental matter to chiral rings and anomalies in
212226,on the ground state of a free massless pseudo scalar field in two
212227,a stable hierarchy from casimir forces and the holographic
212228,semiclassical quantization of giant gravitons
212229,decomposing the su n connection and the wu-yang potential
212230,critical temperature of the deconfining phase transition in 2 1 d
212231,supersymmetric so n gauge theory and matrix model
212233,superpotential of the m-theory conifold and type iia string theory
212234,topological field patterns of the yang-mills theory
212235,comments on condensates in non-supersymmetric orbifold field theories
212236,n 2 super-higgs n 1 poincare vacua and quaternionic geometry
212237,the polyakov loop and the heat kernel expansion at finite temperature
212238,noncommutative synchrotron
212239,on lagrangians and gaugings of maximal supergravities
212240,gauge transformations brst cohomology and wigner's little group
212242,removing singularities
212243,quantum liouville theory versus quantized teichm uller spaces
212244,comments on the classification of orientifolds
212245,supergravity
212246,quasiparticle picture of black holes and the entropy area relation
212247,comments on string theory
212248,rolling tachyons and decaying branes
212249,spacetime diffeomorphisms and the geodesic approximation
212250,evidence for a gravitational myers effect
212251,observable algebra
212252,exact n 2 supergravity solutions with polarized branes
212253,seiberg witten duality in dijkgraaf vafa theory
212254,an improved mean field approximation on the worldsheet for planar phi 3
212255,calabi-yau fourfolds with flux and supersymmetry breaking
212256,cosmological billiards
212257,non-abelian giant gravitons
212258,non commutative field theories beyond perturbation theory
212259,comments on the hydrogen atom spectrum in the noncommutative space
212260,equivalence postulate and the quantum potential of two free particles
212261,ghost constraints and the covariant quantization of the superparticle in
212262,noncommutative field theories and gravity
212263,flop transitions in m-theory cosmology
212264,on t hooft's loop operator
212265,intersecting branes defect conformal field theories and tensionless
212266,unitary quantum field theory on the noncommutative minkowski space
212267,classical and quantum nambu mechanics
212268,two talks on a tentative theory of large distance physics
212269,bmn gauge theory as a quantum mechanical system
212270,noncommutative gravity
212271,four dimensional old minimal n 2 supersymmetrization of r 4
212272,universal calabi-yau algebra
212274,note on matrix model with massless flavors
212275,twisted einstein tensors and orbifold geometry
212276,type a n-fold supersymmetry and generalized bender-dunne polynomials
212277,inside the horizon with ads cft
212278,type iib theory on half-flat manifolds
212279,instanton counting and chern-simons theory
212280,time asymmetric quantum theory ii relativistic resonances from
212281,deformed intersecting d6-brane guts and n 1 susy
212282,time asymmetric quantum theory iii decaying states and the causal
212284,chiral anomaly and ginsparg-wilson relation on the noncommutative torus
212285,electron-electron bound states in maxwell-chern-simons-proca qed3
212286,radiation reaction for a massless charged particle
212287,an sl 2 r covariant first order k-supersymmetric action for the
212288,higher order curvature generalisations of bartnick-mckinnon and coloured
212289,canonical form of euler-lagrange equations and gauge symmetries
212290,cosmological constant the weight of the vacuum
212291,very extended e 8 and a 8 at low levels gravity and supergravity
212292,energy in generic higher curvature gravity theories
212293,domain walls and flux tubes in n 2 sqcd
212294,a moduli fixing mechanism in m theory
212295,goldstone superfield actions in ads5 backgrounds
212296,comparing strings in ads 5 xs 5 to planar diagrams
212297,on the relations between correlation functions in sym pp-wave
212298,classification of static and homogeneous solutions in exactly solvable
212299,toric duality seiberg duality and picard-lefschetz transformations
212300,quantum group symmetry of integrable models on the half-line
212302,bootstrapping perturbative perfect actions
212303,new variant of n 4 superconformal mechanics
212305,remarks on vortex-like solutions in topologically massive planar abelian
212306,bulk and brane gauge propagator on 5d ads black hole
212307,geometric model for complex non-kaehler manifolds with su 3 structure
212308,relaxation in conformal field theory hawking-page transition and
212309,on parasupersymmetries in relativistic coulomb problem for the modified
212310,vacuum energy density and cosmological constant in ds brane world
212311,matrix supermultiplet of n 2 d 4 supersymmetry and supersymmetric
212312,regular cosmological solutions in low energy effective action from
212313,seiberg-witten theory symplectic forms and hamiltonian theory of
212314,holographic renormalization group
212315,the infrared r operation
212316,a new first class algebra homological perturbation and extension of
212317,a viable cosmology with a scalar field coupled to the trace of the
212318,twisted cft and bilayer quantum hall systems
212320,hall effect on noncommutative phase space
212321,lagrangian versus quantization
212322,instantons and sl 2 r symmetry in type iib supergravity
212323,su 2 reduction of six-dimensional 1 0 supergravity
212324,new strings with world-sheet supersymmetry
212326,classical geometry of de sitter spacetime
212327,inflation and de sitter thermodynamics
212328,adhmn boundary conditions from removing monopoles
212329,noncommutative nonlinear supersymmetry
212330,dimensional reduction of a lorentz and cpt-violating
212331,effective theory for close limit of two branes
212332,instanton-induced yang-mills correlation functions at large n and their
212333,on-brane data for braneworld stars
212334,varying fine structure constant and black hole physics
212335,solving string field equations
212336,a closed integral form for the background gauge connection
212337,three-form flux with n 2 supersymmetry on ads 5 x s 5
212338,from boundaries to conditions over superspace
212339,dual branes discrete chain states and the entropy of the schwarzschild
212340,a discrete history of the lorentzian path integral
212341,abelian subset of second class constraints
212342,on the third level descendent fields in the bullough-dodd model and its
212343,covariant description of d-branes in iia plane-wave background
212344,m-theory moduli space and cosmology
212345,pp-wave black holes and the matrix model
212346,real borcherds superalgebras and m-theory
212347,generating lie and gauge free differential super algebras by expanding
212348,some issues in conformal field theory with boundaries and crosscaps
301001,precanonical quantization of yang-mills fields and the functional
301002,universality classes for horizon instabilities
301003,strings in the quantized pp-wave backgrounds from membrane
301004,relativistic phase space
301005,structure of supergravity theories
301006,phases of n 1 supersymmetric gauge theories and matrices
301007,structures of q-deformed currents
301008,finite volume chiral partition functions and the replica method
301009,superfield formulation of n 4 super yang-mills theory in plane wave
301010,of bounces branes and bounds
301011,supersymmetric so n sp n gauge theory from matrix model
301012,boundary sigma model and corrections to d-brane actions
301013,color reflection invariance and monopole condensation in qcd
301014,spontaneous symmetry breaking for massive spin-2 interacting with
301015,the uses of connes and kreimer's algebraic formulation of
301016,3d conformal higher spin symmetry in 2 1 dimensional matter systems
301017,low level representations for e10 and e11
301018,two-loop computation in superstring theory
301019,caustics in the grassmann integral
301020,black holes and black strings on cylinders
301021,truncations of the d9-brane action and type-i strings
301022,on the low-energy limit of the qed n-photon amplitudes
301023,de sitter invariant vacuum states vertex operators and conformal field
301024,n 2 supergravity models with stable de sitter vacua
301025,quantization in ads and the ads cft correspondence
301026,ricci-flat metrics with u 1 action and the dirichlet boundary-value
301027,kaluza-klein monopole in ads spacetime
301028,string networks and supersheets
301029,on curvature-squared corrections for d-brane actions
301030,finite temperature effects on the induced chern-simons term in
301031,wrapped branes and compact extra dimensions in cosmology
301032,chiral four-dimensional string compactifications with intersecting
301033,basic twist quantization of osp 1 2 and kappa deformation of d 1
301034,from n 1 to n 2 supersymmetries in 2 1 dimensions
301035,thermal partition function of superstring on compactified pp-wave
301036,correspondence between the 3-point bmn correlators and the 3-string
301037,octonions and m-theory
301038,timelike boundary liouville theory
301039,boundary charges in gauge theories
301040,twisted boundary states in c 1 coset conformal field theories
301041,supersymmetric standard model from string theory
301042,russian doll renormalization group kosterlitz-thouless flows and the
301043,brst-invariant constraint algebra in terms of commutators and quantum
301044,non-abelian brane cosmology
301045,half-monopoles and half-vortices in the yang-mills theory
301046,pair of accelerated black holes in a de sitter background
301047,gauge theory solitons on noncommutative cylinder
301048,deconstruction lattice supersymmetry anomalies and branes
301049,rolling tachyon with electric and magnetic fields t-duality approach
301050,exceptional groups and physics
301051,maxwell f n characteristic equation algorithm applied to abelian
301052,on hamiltonian formulations of the schr o dinger system
301053,confinement of neutral fermions by a pseudoscalar double-step potential
301054,free fields dynamics in the generalized ads super space
301055,on higher dimensional fuzzy spherical branes
301056,kappa deformations of d 3 conformal versus deformations of d 4 ads
301057,fermionic characters for graded parafermions
301058,on a large n degeneracy in n 4 sym and the ads cft correspondence
301059,thermal correlators in little string theory
301060,on problems of the lagrangian quantization of w3-gravity
301061,a note on the triviality of kappa-deformations of gravity
301062,nonlinear supersymmetry in quantum mechanics
301063,nontrivial rr two-form field strength and su 3 structure
301064,sle martingales and the virasoro algebra
301065,supersymmetric and kappa-invariant coincident d0-branes
301066,harmonic oscillator on noncommutative spaces
301067,higher spins from tensorial charges and osp n 2n symmetry
301068,arbitrary spin representations in de sitter from ds cft with
301069,stabilization of the yang-mills chaos in non-abelian born-infeld theory
301070,free field construction of d-branes in n 2 superconformal minimal
301071,dv and wdvv
301072,modification to the power spectrum in the brane world inflation driven
301073,holographic entropy bounds in the inflationary universe
301074,nonperturbative low-energy effective action of the universal
301075,thermodynamic bethe ansatz for boundary sine-gordon model
301076,electromagnetic string fluid in rolling tachyon
301077,five-loop renormalization-group expansions for two-dimensional euclidean
301078,hamiltonian algebroids and deformations of complex structures on riemann
301079,on different actions for the vacuum of bosonic string field theory
301080,twisted backgrounds pp-waves and nonlocal field theories
301081,quasinormal modes of large ads black holes
301082,how far does the analogy between causal horizon-induced thermalization
301083,osp 1 32 and extensions of super-ads 5 x s 5 algebra
301084,the one-loop qed in noncommutative space
301085,brst-anti-brst symmetric conversion of second-class constraints
301086,compact lattice u 1 and seiberg-witten duality
301088,towards the construction of wightman functions of integrable quantum
301089,on type ii strings in exact superconformal non-constant rr backgrounds
301090,3d n 2 massive super yang-mills and membranes d2-branes in a curved
301091,noncommutative perturbative quantum field theory
301092,d3-branes in ns5-branes backgrounds
301093,dirac oscillator via r-deformed heisenberg algebra
301094,lectures on d-branes tachyon condensation and string field theory
301095,intersection rules for s-branes
301096,complete bft embedding of massive theory with one and two-form gauge
301097,fermion determinant for general background gauge fields
301098,intersecting branes from 7-manifolds with g 2 holonomy
301099,closed strings tachyons and non-commutative instabilities
301100,ultraviolet finite quantum field theory on quantum spacetime
301101,real-time d-brane condensation
301102,applications of quantum integrable systems
301103,a dual description of decoherence in de sitter space
301104,systematics of quarter bps operators in n 4 sym
301105,prepotential and instanton corrections in n 2 supersymmetric
301106,on the meaning of the string inspired noncommutativity and its
301107,thermal behavior induced by vacuum polarization on causal horizons in
301108,symmetries of the dirac operators associated with covariantly constant
301109,semiclassical decay of strings with maximum angular momentum
301110,unitarity of supersymmetric sl 2 r u 1 and no-ghost theorem for
301111,charge density and electric charge in quantum electrodynamics
301112,noncommutativity gravity
301113,peierls brackets in field theory
301114,q-deformed kink solutions
301115,on hot bangs and the arrow of time in relativistic quantum field theory
301116,gravity induced over a smooth soliton
301117,thoughts on tachyon cosmology
301118,non supersymmetric regular solutions from wrapped and fractional branes
301119,the decay of unstable noncommutative solitons
301120,instantons of m atrix theory in pp-wave background
301121,classical r-matrices and the feigin-odesskii algebra via hamiltonian and
301122,instabilities and particle production in s-brane geometries
301123,codimension two holography
301124,radiative corrections to the chern-simons term at finite temperature in
301125,effective actions near singularities
301126,effective actions near singularities
301127,supersymmetry in spaces of constant curvature
301128,frenet-serret vacuum radiation detection proposals and related topics
301129,spinors inflation and non-singular cyclic cosmologies
301130,holographic weyl entropy bounds
301131,chaotic quantization
301132,schwinger pair production in electric and magnetic fields
301133,quantum aspects of seiberg-witten map in noncommutative chern-simons
301134,on conserved operator quantities in quantum field theory
301135,on the property of cachazo-intriligator-vafa prepotential at the
301136,gluino-condensate civ-dv prepotential from its whitham-time
301137,time evolution in superstring field theory on non-bps brane i rolling
301138,brane inflation and reheating
301139,compactification with flux on k3 and tori
301140,cosmological aspects of rolling tachyon
301141,weak decay of swirling protons and other processes
301142,cosmology of rolling tachyon
301143,the barnes zeta-function sphere determinants and glaisher
301144,nonsingular cosmologies from branes
301146,a covariant formalism for chern-simons gravity
301147,yukawa couplings in so 10 heterotic m-theory vacua
301148,the geodesic approximation for lump dynamics and coercivity of the
301149,casimir effect achucarro-ortiz black hole and the cosmological constant
301150,conformal dimensions of two-derivative bmn operators
301151,tachyons in a slice of ads
301152,multi-lagrangians hereditary operators and lax pairs for the
301153,on the lorentz transformations of momentum and energy
301154,dlcq on a twisted torus
301155,susy glue-balls dynamical symmetry breaking and non-holomorphic
301157,quantum parameter space in super yang-mills ii
301160,generalized wavefunctions for correlated quantum oscillators iv
301161,compactifications of heterotic theory on non-kahler complex manifolds
301162,closed string tachyons non-supersymmetric orbifolds and generalised
301163,on the octonionic m-superalgebra
301164,supercoset cft's for string theories on non-compact special holonomy
301165,primordial fluctuations in bulk inflaton model
301166,graphical representation of supersymmetry
301167,anomaly puzzle in n 1 supersymmetric electrodynamics as artifact of
301168,cosmological solutions of braneworlds with warped and compact dimensions
301169,vacuum polarization of a charged massless scalar field on cosmic string
301170,proof of a mass singularity free property in high temperature qcd
301171,perturbative and non-perturbative aspects of pure n 1 super yang-mills
301172,stability of six-dimensional hyperstring braneworlds
301173,asymptotic black hole quasinormal frequencies
301174,anomalies in noncommutative gauge theories seiberg-witten
301175,on the almost-zero-energy eigenvalues of some broken supersymmetric
